"Landesindex der Konsumentenpreise / Indice des prix à la consommation","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","© Bundesamt für Statistik / Office fédéral de la statistique, Espace de l'Europe 10, CH-2010 Neuchâtel"
"Indexierungstabelle / Tableau d'indexation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Auskunft / Renseignements: LIK@bfs.admin.ch, 058 / 463 69 00"
"Originalbasen / Bases originales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.LIK.bfs.admin.ch"
"Datum / Date",5266,14458,24351,28369,30286,34090,36647,2005-12-01,2010-12-01,2015-12-01,2020-12-01,"% m-1","% m-12"
"7672",215.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7703",213.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.2",NA
"7731",210.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.4",NA
"7762",208.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1",NA
"7792",203.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.4",NA
"7823",199.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.9",NA
"7853",197.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1",NA
"7884",196.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5",NA
"7915",194.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.2",NA
"7945",192.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.1000000000000001",NA
"7976",188.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2",NA
"8006",183.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.4",NA
"8037",183.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","-15.1"
"8068",175.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4","-17.5"
"8096",168.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4","-19.8"
"8127",163.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3","-21.4"
"8157",159.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.5","-21.5"
"8188",159.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-20.2"
"8218",159.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","-19.2"
"8249",158.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.8","-19.5"
"8280",158.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","-18.5"
"8310",159.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8","-17"
"8341",160.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","-14.7"
"8371",160.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-12.6"
"8402",160.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","-12.2"
"8433",159.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.8","-9.1999999999999993"
"8461",160.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","-4.9000000000000004"
"8492",161.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8","-1.2"
"8522",163.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","2.2999999999999998"
"8553",164.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","3.5"
"8583",164.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","3.2"
"8614",164.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","4"
"8645",164.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","4"
"8675",165.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","3.6"
"8706",167.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3","4.2"
"8736",168.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","4.8"
"8767",169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","5"
"8798",168.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","5.4"
"8827",168.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","4.9000000000000004"
"8858",167.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","3.5"
"8888",167.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","2.4"
"8919",167.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","1.8"
"8949",168.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","2.1"
"8980",168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","2"
"9011",168.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","2.1"
"9041",170.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5","3.3"
"9072",171.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","2.4"
"9102",171.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","1.7"
"9133",169.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.8","0.4"
"9164",169.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","0.8"
"9192",169.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","0.7"
"9223",168.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.6","0.5"
"9253",168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","0.5"
"9284",168.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","0.3"
"9314",167.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-0.1"
"9345",168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","0"
"9376",168.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0.1"
"9406",167.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.7","-2"
"9437",167.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-2.5"
"9467",166.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-2.5"
"9498",165.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.6","-2.2999999999999998"
"9529",164.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.9","-3.1"
"9557",163.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","-3.5"
"9588",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.9","-3.7"
"9618",161.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-3.7"
"9649",161.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-3.8"
"9679",161.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-3.8"
"9710",160.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","-4.3"
"9741",161.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","-4.3"
"9771",161.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","-3.5"
"9802",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-3.7"
"9832",160.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-3.5"
"9863",160.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-3.4"
"9894",159.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","-2.8"
"9922",158.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.6","-2.8"
"9953",158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","-2.5"
"9983",159.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-1.4"
"10014",160.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","-0.8"
"10044",160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-1"
"10075",159.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-0.6"
"10106",161.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","0.1"
"10136",161.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0.1"
"10167",162.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","0.8"
"10197",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","0.7"
"10228",161.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","0.7"
"10259",160.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","0.6"
"10288",159.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","0.6"
"10319",160.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","1.3"
"10349",160.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0.5"
"10380",160.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0.2"
"10410",161.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0.7"
"10441",160.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","0.5"
"10472",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","-0.1"
"10502",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","0.3"
"10533",162.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0"
"10563",162.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","0.1"
"10594",161.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.6","0"
"10625",161.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.4"
"10653",160.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","0.5"
"10684",159.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.8","-0.5"
"10714",160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","-0.2"
"10745",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","0.1"
"10775",160.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-0.2"
"10806",161.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","0.6"
"10837",162.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","0.9"
"10867",162.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.3"
"10898",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","-0.2"
"10928",161.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","-0.4"
"10959",160.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.6","-0.4"
"10990",159.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","-0.9"
"11018",159.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","-0.7"
"11049",157.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.9","-0.9"
"11079",157.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-1.4"
"11110",158.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","-1.7"
"11140",158.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","-1.4"
"11171",158.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","-1.7"
"11202",158.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-2.2999999999999998"
"11232",157.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.6","-3"
"11263",157.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","-2.9"
"11293",156.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.7","-3.3"
"11324",155.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-3.1"
"11355",154.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.6","-3.2"
"11383",153.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1","-4"
"11414",150.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.6","-4.5999999999999996"
"11444",150.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-4.8"
"11475",150.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-5.0999999999999996"
"11505",149.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-5.5"
"11536",149.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","-6"
"11567",149.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-6"
"11597",147.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.1000000000000001","-6.4"
"11628",146.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.6","-6.7"
"11658",144.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.3","-7.3"
"11689",143.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.8","-7.6"
"11720",142.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1","-8"
"11749",141.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-7.4"
"11780",139.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.4","-7.2"
"11810",138.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.7","-7.7"
"11841",138.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","-7.9"
"11871",137.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","-8.1999999999999993"
"11902",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-8.1999999999999993"
"11933",136.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-8.6"
"11963",136.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-7.7"
"11994",135.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","-7.6"
"12024",134.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.8","-7.2"
"12055",133.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.7","-7.2"
"12086",132.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-6.7"
"12114",132.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","-6.8"
"12145",131.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.7","-6.1"
"12175",130.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","-5.9"
"12206",130.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","-5.4"
"12236",130.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-5"
"12267",130.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-4.5999999999999996"
"12298",131.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","-3.8"
"12328",131.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-3.7"
"12359",131.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","-3"
"12389",131.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-2.2999999999999998"
"12420",131.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-1.7"
"12451",130.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-1.5"
"12479",130.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","-1.5"
"12510",129.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-1"
"12540",129.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","-1"
"12571",129.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","-1"
"12601",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-1.3"
"12632",128.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-1.5"
"12663",128.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","-1.8"
"12693",128.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-1.8"
"12724",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","-1.8"
"12754",128.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-1.9"
"12785",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.6","-2.4"
"12816",127.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-2.5"
"12844",127.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-2.2000000000000002"
"12875",126.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5","-2.5"
"12905",126.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-2.2000000000000002"
"12936",127.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8","-1.7"
"12966",128.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","-0.6"
"12997",128.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","0"
"13028",128.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","0"
"13058",129.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","0.4"
"13089",129.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","0.7"
"13119",130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","0.9"
"13150",129.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","1.3"
"13181",129.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","1.6"
"13210",129.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","2"
"13241",129.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","2.6"
"13271",129.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","2.5"
"13302",130.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","2.2000000000000002"
"13332",130.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","1.6"
"13363",130.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1.2"
"13394",130.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","1.3"
"13424",131.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8","1.8"
"13455",132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","1.6"
"13485",132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1.5"
"13516",133.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1000000000000001","2.9"
"13547",136.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.2000000000000002","5.3"
"13575",136.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","5.0999999999999996"
"13606",136.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","5.2"
"13636",136.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","5.3"
"13667",137.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","5.5"
"13697",137.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","5.3"
"13728",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","5.2"
"13759",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","5"
"13789",137.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","4.5999999999999996"
"13820",137.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","4.4000000000000004"
"13850",137.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","4.4000000000000004"
"13881",137.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","3.2"
"13912",137.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","0.7"
"13940",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","0.5"
"13971",136.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-0.1"
"14001",136.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","0"
"14032",136.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","-0.2"
"14062",136.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-0.2"
"14093",136.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.3","-0.4"
"14124",137.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","0.2"
"14154",137.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-0.4"
"14185",137.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-0.5"
"14215",136.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-0.7"
"14246",136.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","-0.9"
"14277",136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.4","-1"
"14305",135.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","-0.8"
"14336",136.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","-0.1"
"14366",136.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0.3"
"14397",137.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","0.4"
"14427",137.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","0.5"
"14458",137.2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","0.6"
"14489",138.2,100.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","0.7"
"14519",140.5,102.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.7","2.5"
"14550",141.7,103.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","3.4"
"14580",142,103.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","3.7"
"14611",144.2,105.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5","5.6"
"14642",144.6,105.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","6.3"
"14671",144.8,105.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","6.5"
"14702",147.3,107.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.7","8"
"14732",148.2,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","8.4"
"14763",149.6,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","8.9"
"14793",150.6,109.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","9.5"
"14824",151,110.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","10.1"
"14855",153.2,111.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5","10.9"
"14885",156.7,114.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.2999999999999998","11.5"
"14916",159.2,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.6","12.4"
"14946",159.9,116.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","12.6"
"14977",162.9,118.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9","13"
"15008",162.9,118.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","12.7"
"15036",163.7,119.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","13.1"
"15067",168.7,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.1","14.5"
"15097",171.2,124.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5","15.5"
"15128",174.8,127.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.1","16.8"
"15158",177.1,129.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3","17.600000000000001"
"15189",177.7,129.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","17.7"
"15220",178.2,129.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","16.3"
"15250",181.7,132.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","16"
"15281",183.8,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2","15.5"
"15311",184.3,134.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","15.3"
"15342",186.3,135.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1000000000000001","14.4"
"15373",187.9,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","15.3"
"15401",188.7,137.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","15.3"
"15432",191.1,139.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3","13.3"
"15462",192.3,140.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","12.3"
"15493",192.7,140.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","10.199999999999999"
"15523",195.6,142.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5","10.4"
"15554",195.2,142.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","9.8000000000000007"
"15585",195.4,142.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","9.6999999999999993"
"15615",197.4,143.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","8.6"
"15646",198.6,144.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","8.1"
"15676",199.6,145.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","8.3000000000000007"
"15707",200.8,146.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","7.8"
"15738",201.2,146.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","7.1"
"15766",201.4,146.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","6.7"
"15797",202.6,147.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","6"
"15827",202.7,147.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","5.4"
"15858",203.3,148.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","5.5"
"15888",203.9,148.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","4.2"
"15919",203.5,148.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.2","4.3"
"15950",204.2,148.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","4.5"
"15980",204.9,149.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","3.8"
"16011",205.1,149.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","3.3"
"16041",205.3,149.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","2.9"
"16072",205.6,149.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","2.4"
"16103",205.9,150.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","2.2999999999999998"
